X,Y,X_1,Y_1,NUMERO,NOM,MOYEN_TRAN,ALTITUDE,NUMERO_COM,NOM_COMMUN,buff100_SU,buff250_SU,buff500_SU,buff1000_S
6.479604,46.826523,6.4796040000,46.8265230000,8571784,"L'Auberson, Vers-chez-Gueissaz",Bus,1100,5568,Sainte-Croix,10,10,51,107
7.130974,46.432957,7.1309740000,46.4329570000,8501701,"L'Etivaz, Le Bouraz",Bus,1111,5841,Château-d'Oex,3,8,27,52
6.475538,46.614179,6.4755380000,46.6141790000,8570133,"La Chaux (Cossonay), Ittens",Bus,563,5474,La Chaux (Cossonay),16,157,315,418
6.522302,46.7898,6.5223020000,46.7898000000,8579109,"Baulmes, poste",Bus,645,5745,Baulmes,138,603,942,998
6.549007,46.566863,6.5490070000,46.5668630000,8594270,"Mex VD, Faraz",Bus,473,5489,Mex (VD),,15,15,224
6.911854,46.436181,6.9118540000,46.4361810000,8593938,"Montreux, rue de la Gare",Bus,409,5886,Montreux,174,1084,5078,9864
6.66773,46.83696,6.6677300000,46.8369600000,8570275,"Bonvillars, La Cour",Bus,471,5551,Bonvillars,20,101,404,836
6.583313,46.607213,6.5833130000,46.6072130000,8583636,"Boussens, Chevrine",Bus,604,5473,Boussens,50,297,512,917
6.282541,46.627543,6.2825410000,46.6275430000,8579140,Vers-Chez-Grosjean,Bus,1040,5871,L'Abbaye,32,85,155,200
6.566291,46.576488,6.5662910000,46.5764880000,8588850,"Mex VD, ch. de Sous-Valeyres",Bus,560,5489,Mex (VD),39,170,291,600
6.901595,46.364464,6.9015950000,46.3644640000,8570588,"Noville, Crebelley",Bus,379,5408,Noville,63,100,128,164
6.245353,46.396081,6.2453530000,46.3960810000,8588675,"Prangins, gare",Bus,417,5725,Prangins,48,607,2406,5641
6.845679,46.459703,6.8456790000,46.4597030000,8593987,"Vevey, Cour-au-Chantre",Bus,377,5890,Vevey,319,2010,5449,18630
6.60613,46.524141,6.6061300000,46.5241410000,8592105,"Lausanne, Provence nord",Bus,426,5586,Lausanne,651,1852,8109,26303
6.643908,46.543177,6.6439080000,46.5431770000,8592081,"Lausanne, Montolieu",Bus,647,5586,Lausanne,859,1624,4622,10684
6.657067,46.53026,6.6570670000,46.5302600000,8592065,"Lausanne, Les Chavannes",Bus,627,5586,Lausanne,79,858,3616,16739
6.606828,46.527052,6.6068280000,46.5270520000,8592103,"Lausanne, Prélaz-les-Roses",Bus,441,5586,Lausanne,591,2538,7695,29615
6.636225,46.530187,6.6362250000,46.5301870000,8592059,"Lausanne, Hermitage",Bus,595,5586,Lausanne,180,1312,6734,26298
6.617094,46.517906,6.6170940000,46.5179060000,8592064,"Lausanne, Languedoc",Bus,439,5586,Lausanne,565,1485,8174,27717
6.632979,46.517111,6.6329790000,46.5171110000,8592108,"Lausanne, Rasude",Bus,458,5586,Lausanne,320,1593,8132,33314
6.778634,46.57135,6.7786340000,46.5713500000,8581429,"Servion, Grange Rouge",Bus,736,5799,Servion,9,125,693,1050
6.730296,46.788301,6.7302960000,46.7883010000,8582674,"Yvonand, Les Vursys",Bus,442,5939,Yvonand,16,36,36,104
6.37066,46.712204,6.3706600000,46.7122040000,8579293,"Vallorbe, gare",Bus,800,5764,Vallorbe,45,468,1165,2556
6.639091,46.655684,6.6390910000,46.6556840000,8507970,"Villars-le-Terroir, poste",Bus,644,5537,Villars-le-Terroir,47,449,771,940
6.225221,46.38167,6.2252210000,46.3816700000,8593896,"Nyon, route du Stand",Bus,414,5724,Nyon,78,832,3438,13205
6.22805,46.370257,6.2280500000,46.3702570000,8588660,"Nyon, Colovray",Bus,391,5724,Nyon,,17,36,436
6.854102,46.463237,6.8541020000,46.4632370000,8593983,"Vevey, Berges-du-Léman",Bus,427,5890,Vevey,148,1117,3271,16228
6.387048,46.685367,6.3870480000,46.6853670000,8570232,"Vaulion, poste",Bus,939,5765,Vaulion,38,189,302,406
6.526456,46.752527,6.5264560000,46.7525270000,8570244,"Valeyres-sous-Rances, rest.",Bus,504,5763,Valeyres-sous-Rances,26,178,475,849
6.925066,46.739435,6.9250660000,46.7394350000,8570477,"Rossens VD, La Rapette",Bus,725,5830,Villarzel,3,25,38,105
6.655597,46.746424,6.6555970000,46.7464240000,8507967,"Valeyres-sous-Ursins, village",Bus,551,5934,Valeyres-sous-Ursins,66,147,217,241
6.309329,46.498594,6.3093290000,46.4985940000,8501863,"St-Oyens, église",Bus,730,5436,Saint-Oyens,36,117,219,622
6.507796,46.715879,6.5077960000,46.7158790000,8570235,"Agiez, L'Epine",Bus,520,5742,Agiez,4,28,219,298
6.230331,46.38105,6.2303310000,46.3810500000,8595597,"Nyon, Martavaux",Bus,408,5724,Nyon,63,581,3137,12987
6.634433,46.847534,6.6344330000,46.8475340000,8570266,"Vaugondry, bif.",Bus,762,5571,Tévenon,3,36,258,658
6.649564,46.772317,6.6495640000,46.7723170000,8570289,"Yverdon-les-Bains, Les Bains",Bus,437,5938,Yverdon-les-Bains,79,534,4458,14398
6.964487,46.336299,6.9644870000,46.3362990000,8570604,"Yvorne, Vers-Chenaux",Bus,584,5415,Yvorne,6,9,128,698
6.964598,46.316158,6.9645980000,46.3161580000,8570600,"Aigle, gare",Bus,406,5401,Aigle,32,710,3338,8857
6.562472,46.532764,6.5624720000,46.5327640000,8591957,"Ecublens VD, Stand",Bus,402,5635,Ecublens (VD),359,1894,3979,11213
6.908482,46.453699,6.9084820000,46.4536990000,8570578,"Chamby, Chaulin",Bus,679,5886,Montreux,101,199,671,2658
6.392293,46.722309,6.3922930000,46.7223090000,8579091,"Vallorbe, Les Jurats",Bus,784,5764,Vallorbe,11,98,255,543
6.69181,46.510918,6.6918100000,46.5109180000,8593860,"Lutry, Flon-de-Vaux",Bus,483,5606,Lutry,3,214,1141,5727
6.416039,46.483321,6.4160390000,46.4833210000,8577558,"Etoy, Bas du Rossé",Bus,439,5636,Etoy,162,552,1326,2175
6.554488,46.83095,6.5544880000,46.8309500000,8504272,"Bullet, village",Bus,1145,5552,Bullet,82,244,399,477
6.559464,46.513345,6.5594640000,46.5133450000,8588157,"St-Sulpice VD, Bochet",Bus,397,5648,Saint-Sulpice (VD),75,425,2184,4255
6.719831,46.680313,6.7198310000,46.6803130000,8570223,"Boulens, croisée",Bus,719,5661,Boulens,49,242,305,319
6.735771,46.691873,6.7357710000,46.6918730000,8581512,"St-Cierges, Transformateur",Bus,763,5693,Montanaire,25,77,358,442
6.646033,46.513793,6.6460330000,46.5137930000,8592043,"Lausanne, Faverges",Bus,449,5586,Lausanne,400,2472,6683,24531
6.479247,46.831144,6.4792470000,46.8311440000,8571783,La Chaux-de-Ste-Croix,Bus,1087,5568,Sainte-Croix,20,73,76,105
6.679257,46.698123,6.6792570000,46.6981230000,8570305,"Pailly, Le Rembloz",Bus,610,5530,Pailly,8,27,210,525
6.621729,46.740303,6.6217290000,46.7403030000,8570291,"Belmont-sur-Yverdon, Les près",Bus,541,5902,Belmont-sur-Yverdon,,11,95,346
6.382018,46.713299,6.3820180000,46.7132990000,8579910,"Vallorbe, Eterpaz",Bus,762,5764,Vallorbe,41,514,1753,2890
6.151748,46.381562,6.1517480000,46.3815620000,8579315,La Rippe,Bus,530,5726,La Rippe,12,345,892,1025
6.262276,46.421637,6.2622760000,46.4216370000,8570032,"Gland, Mont-Blanc/Déle",Bus,428,5721,Gland,180,1398,4644,9198
6.191854,46.33054,6.1918540000,46.3305400000,8588668,"Founex, ouest",Bus,401,5717,Founex,181,688,1649,3826
6.86395,46.449164,6.8639500000,46.4491640000,8593976,"La Tour-de-Peilz,Portail-Blanc",Bus,382,5889,La Tour-de-Peilz,211,739,2910,7945
6.871093,46.454345,6.8710930000,46.4543450000,8593959,"La Tour-de-Peilz, Faraz",Bus,420,5889,La Tour-de-Peilz,89,463,1733,8326
6.517247,46.658704,6.5172470000,46.6587040000,8570142,"La Sarraz, gare",Bus,485,5498,La Sarraz,58,433,1112,2705
6.583683,46.602826,6.5836830000,46.6028260000,8581344,"Boussens, village",Bus,591,5473,Boussens,61,445,821,948
6.545617,46.513831,6.5456170000,46.5138310000,8594988,"St-Sulpice VD, Venoge nord",Bus,394,5648,Saint-Sulpice (VD),19,408,960,4313
6.453719,46.539836,6.4537190000,46.5398360000,8570075,"Vaux-sur-Morges, Bugnon",Bus,500,5650,Vaux-sur-Morges,,9,24,321
6.325064,46.475251,6.3250640000,46.4752510000,8500736,"Essertines-sur-Rolle, Bugnaux",Bus,604,5859,Mont-sur-Rolle,,68,217,640
7.001287,46.293637,7.0012870000,46.2936370000,8579132,"Ollon VD, bif. rte d'Antagnes",Bus,549,5409,Ollon,,,471,1979
6.52402,46.720158,6.5240200000,46.7201580000,8570236,"Orbe, Champ de la Pierre",Bus,518,5757,Orbe,6,79,699,3504
6.650941,46.765913,6.6509410000,46.7659130000,8570290,"Yverdon, Champs-Lovats",Bus,439,5938,Yverdon-les-Bains,59,244,1995,6980
6.923166,46.763004,6.9231660000,46.7630040000,8570480,"Trey, Les Folosses",Bus,601,5827,Trey,,3,24,157
6.287894,46.450931,6.2878940000,46.4509310000,8582697,"Bursins, Bourdouzan",Bus,459,5853,Bursins,112,403,781,1600
6.250082,46.389725,6.2500820000,46.3897250000,8588671,"Prangins, Sadex",Bus,381,5725,Prangins,25,154,500,4342
6.540816,46.534584,6.5408160000,46.5345840000,8588875,"Echandens, centre",Bus,432,5633,Echandens,133,811,1840,2602
6.54219,46.536673,6.5421900000,46.5366730000,8592243,"Echandens, Riaz",Bus,431,5633,Echandens,38,535,1706,2448
6.626753,46.640385,6.6267530000,46.6403850000,8570181,"Echallens, route de Cossonay",Bus,612,5518,Echallens,89,459,1820,4414
6.367961,46.470499,6.3679610000,46.4704990000,8570041,"Perroy, Vinicole",Bus,417,5860,Perroy,40,329,722,1387
6.700202,46.658057,6.7002020000,46.6580570000,8583400,"Peyres-Possens, Les Tuilières",Bus,645,5693,Montanaire,16,27,164,399
6.665512,46.55405,6.6655120000,46.5540500000,8591969,"Epalinges, Polny",Bus,797,5584,Epalinges,56,309,1165,3700
6.748147,46.552161,6.7481470000,46.5521610000,8592231,"Savigny, Grange-la-Ville",Bus,824,5611,Savigny,3,69,416,709
6.58248,46.527123,6.5824800000,46.5271230000,8595602,"Chavannes-p.-R., Dorigny-Léman",Bus,395,5627,Chavannes-près-Renens,3,7,2187,12778
6.768863,46.492372,6.7688630000,46.4923720000,8570566,"Puidoux, Cité-de-Sully",Bus,598,5607,Puidoux,414,761,963,1853
6.498437,46.705007,6.4984370000,46.7050070000,8570234,"Bofflens, laiterie",Bus,578,5747,Bofflens,31,156,190,193
6.24023,46.387219,6.2402300000,46.3872190000,8593883,"Nyon, chemin du Vallon",Bus,391,5724,Nyon,72,537,2684,12482
6.715711,46.54183,6.7157110000,46.5418300000,8592233,"Savigny, Publoz",Bus,821,5611,Savigny,6,13,56,672
6.596247,46.634981,6.5962470000,46.6349810000,8570184,"St-Barthélemy, Château",Bus,585,5535,Saint-Barthélemy (VD),50,175,454,722
6.552186,46.657083,6.5521860000,46.6570830000,8570139,"Eclépens, gare",Bus,454,5482,Eclépens,6,89,101,118
6.541125,46.530142,6.5411250000,46.5301420000,8588874,"Echandens, poste",Bus,412,5633,Echandens,28,199,1029,3003
6.627979,46.643083,6.6279790000,46.6430830000,8570202,"Echallens, Les Coulisses",Bus,612,5518,Echallens,33,179,1204,4528
6.631564,46.640913,6.6315640000,46.6409130000,8570180,"Echallens, Château",Bus,614,5518,Echallens,180,897,2969,5216
6.491883,46.524696,6.4918830000,46.5246960000,8570097,"Echichens, croisée",Bus,469,5634,Echichens,64,226,534,3592
6.907595,46.452489,6.9075950000,46.4524890000,8583689,"Chamby, Sous Chaulin",Bus,641,5886,Montreux,70,319,776,2974
6.514584,46.544782,6.5145840000,46.5447820000,8570092,"Bremblens, bas du village",Bus,453,5622,Bremblens,89,266,430,501
7.101797,46.396306,7.1017970000,46.3963060000,8501792,"Col-des-Mosses, poste",Bus,1443,5410,Ormont-Dessous,17,57,161,231
6.899764,46.44289,6.8997640000,46.4428900000,8593916,"Clarens, cimetière",Bus,409,5886,Montreux,23,517,3349,11134
6.829259,46.764826,6.8292590000,46.7648260000,8580464,"Combremont-le-Grand, Crévy",Bus,686,5831,Valbroye,3,3,11,179
6.186452,46.325451,6.1864520000,46.3254510000,8588669,"Coppet, route du Jura",Bus,409,5712,Coppet,42,245,1035,4362
6.749179,46.864269,6.7491790000,46.8642690000,8581625,"Concise, La Raisse",Bus,458,5554,Concise,20,30,39,42
6.841167,46.725155,6.8411670000,46.7251550000,8570380,"Cremin, village",Bus,637,5668,Cremin,18,39,51,65
6.563904,46.515143,6.5639040000,46.5151430000,8592226,"St-Sulpice VD, Russel",Bus,387,5648,Saint-Sulpice (VD),184,516,1163,4502
6.553529,46.510493,6.5535290000,46.5104930000,8588155,"St-Sulpice VD, Chantres",Bus,397,5648,Saint-Sulpice (VD),68,624,1696,3479
6.558096,46.510087,6.5580960000,46.5100870000,8588158,"St-Sulpice VD, centre",Bus,397,5648,Saint-Sulpice (VD),185,890,1670,3666
6.84727,46.471433,6.8472700000,46.4714330000,8579162,"Corsier-sur-Vevey, Riant-Mont",Bus,448,5884,Corsier-sur-Vevey,442,1375,3573,10084
6.816938,46.470938,6.8169380000,46.4709380000,8579153,"Corseaux, Chéno",Bus,399,5883,Corseaux,100,338,796,1894
6.473962,46.55614,6.4739620000,46.5561400000,8501268,"Colombier VD, poste",Bus,517,5634,Echichens,74,321,490,509
6.570179,46.551266,6.5701790000,46.5512660000,8591938,"Crissier, Vermot",Bus,436,5583,Crissier,3,15,380,6294
6.215314,46.358649,6.2153140000,46.3586490000,8588661,"Crans-près-Céligny, port",Bus,380,5713,Crans-près-Céligny,29,189,592,1763
6.602453,46.656798,6.6024530000,46.6567980000,8570189,"Goumoens-la-Ville, Eclagnens",Bus,612,5541,Goumoéns,72,326,595,718
6.613697,46.529621,6.6136970000,46.5296210000,8592078,"Lausanne, Montétan",Bus,498,5586,Lausanne,360,2246,10385,35151
6.497331,46.823135,6.4973310000,46.8231350000,8593786,"Ste-Croix, av. des Gittaz",Bus,1105,5568,Sainte-Croix,74,736,1943,3361
6.777966,46.77674,6.7779660000,46.7767400000,8504987,"Chavannes-le-Chêne, hôtel",Bus,659,5907,Chavannes-le-Chêne,84,154,236,334
6.637794,46.524594,6.6377940000,46.5245940000,8589522,"Lausanne, place du Nord",Bus,515,5586,Lausanne,257,1813,6438,30326
6.656168,46.526593,6.6561680000,46.5265930000,8593832,"Lausanne, Esplanade",Bus,603,5586,Lausanne,45,577,4781,17660
6.591405,46.651444,6.5914050000,46.6514440000,8570188,"Eclagnens, collège",Bus,594,5541,Goumoéns,118,197,208,285
